state,lgc,population,land_size_klm2,senatorial_district,Male,Female,lgc_value,lgc_faac_per_capita,lgc_rank,prev_month_lgc,current_month_lgc,,,
Delta,Warri South,311970,638.165,C,158402,153568,90395819.39,289.7580517,166,143752870.8,159118720.8,
Delta,Warri South West,116538,1734.04,C,61026,55512,71440324.85,613.021717,564,137775572.5,152727351.2,
Ebonyi,Abakaliki,149683,591.395,A,72518,77165,81125273.35,541.9805412,311,154463764.5,164520233.4,
Ebonyi,Afikpo North,156649,242.795,C,80632,76017,76176504.21,486.2878423,440,149667939.7,158659793.2,
Ebonyi,Afikpo South,157542,381.738,C,79093,78449,76832278.28,487.6939374,423,150451543.7,159574133.5,
Ebonyi,Ebonyi,127226,449.465,A,60388,66838,74087785.28,582.332112,494,143391152.3,152230537,
Ebonyi,Ezza North,146149,308.345,B,70341,75808,73847366.34,505.2882082,502,145635240.8,154249982.3,
Ebonyi,Ezza South,133625,328.178,B,66373,67252,76756360.01,574.4161647,425,147179932.3,156509442.4,
Ebonyi,Ikwo,214969,583.957,B,99855,115114,89683959.39,417.1948485,175,172286423.5,183518924.3,
Ebonyi,Ishielu,152581,883.766,B,72671,79910,79439661.81,520.6392789,349,152517694.9,162233361.8,
Ebonyi,Ivo,121363,247.491,C,62049,59314,71873861.59,592.2221895,545,140163064.6,148601748.4,
Ebonyi,Izzi,236679,1083.17,A,112832,123847,99832482.83,421.8054108,88,186060668.3,199201390,
Ebonyi,Ohaozara,148317,315.201,C,75093,73224,77448549.42,522.182551,401,150001905.5,159330152.7,
Ebonyi,Ohaukwu,195555,523.88,A,94479,101076,85458525.06,437.0050628,233,165194093,175726839.4,
Ebonyi,Onicha,236609,481.851,C,117832,118777,93598289.32,395.5821178,128,179564773.5,191396069.1,
Edo,Akoko Edo,261567,1392.13,B,132184,129383,97174916.38,371.5106125,104,185850924.6,202361689.4,
Edo,Egor,340287,93.836,C,168925,171362,92295025.45,271.2270097,139,190910106.6,205692553.1,
Edo,Esan Central,105242,342.842,A,53017,52225,61073308.81,580.3130766,737,125464205.9,136017172.1,
Edo,Esan North East,121989,255.744,A,61647,60342,62876770.85,515.4298408,712,129309401.5,140102149,
Edo,Esan South East,166309,1322.78,A,84587,81722,75285181.14,452.6825436,460,149327679.1,162219627.1,
Edo,Esan West,127718,508.381,A,65312,62406,63989682.25,501.0232093,698,131392995.2,142353904.4,
Edo,Etsako Central,94228,669.492,B,47708,46520,64048538.87,679.7187553,696,127280823.4,138545385.5,
Edo,Etsako East,147335,1150.14,B,72477,74858,74301644.68,504.3041007,486,145351225.6,158243608.2,
Edo,Etsako West,198975,958.918,B,100986,97989,81778079.85,410.9967576,302,160413667,174361394.5,
Edo,Igueben,70276,384.597,A,35132,35144,59505553.57,846.7407589,746,118986643.2,129550012.9,
Edo,Ikpoba-Okha,372080,870.709,C,184725,187355,102104893.7,274.4165063,71,205796181.2,222303840.2,
Edo,Oredo,374515,251.624,C,188895,185620,105082179.8,280.5820322,58,209525160.6,226611494.7,
Edo,Orhionmwon,183994,2405.15,C,92433,91561,82364176.42,447.6459907,290,159064805.6,173271856.5,
Edo,Ovia North East,155344,2325.51,C,80433,74911,78548673.36,505.6434324,370,151040209.5,164732251.2,
Edo,Ovia South West,138072,2832.09,C,72113,65959,85729413.98,620.9036878,225,156415218.9,171755550.8,
Edo,Owan East,154630,1257.68,B,78890,75740,75202504.95,486.3383881,465,147456002.7,160455312.9,
Edo,Owan West,99056,741.199,B,50755,48301,61676265.59,622.6403811,727,125064779.3,135815540.8,
Edo,Uhunmwonde,121749,2056.45,C,63727,58022,76749890.25,630.3944201,426,144662209.8,158292601.6,
Ekiti,Ado Ekiti,313690,297.852,C,162563,151127,90182754.14,287.4900511,167,184827411.9,197382099.6,
Ekiti,Aiyekire (Gbonyin),147999,397.367,C,75342,72657,68622981.93,463.6719297,624,139495434,149049432,
Ekiti,Efon,87187,235.482,B,43587,43600,65431048.39,750.4679412,677,127774895,137234322,
Ekiti,Ekiti East,138340,325.887,C,70022,68318,67561109.63,488.3700277,643,136950621.7,146378615.7,
Ekiti,Ekiti South West,165087,350.589,C,83416,81671,71560380.79,433.4707202,557,145034056,155041392.1,
